  84    1953      12     DEC1953    24.8300
  85    1954       1     JAN1954    25.4600
  86    1954       2     FEB1954    26.0200
  87    1954       3     MAR1954    26.5700
  88    1954       4     APR1954    27.6300
  89    1954       5     MAY1954    28.7300
  90    1954       6     JUN1954    28.9600
  91    1954       7     JUL1954    30.1300
  92    1954       8     AUG1954    30.7300
  93    1954       9     SEP1954    31.4500
  94    1954      10     OCT1954    32.1800
  95    1954      11     NOV1954    33.4400
  96    1954      12     DEC1954    34.9700
  97    1955       1     JAN1955    35.6000
  98    1955       2     FEB1955    36.7900
  99    1955       3     MAR1955    36.5000
 100    1955       4     APR1955    37.7600
 101    1955       5     MAY1955    37.6000
 102    1955       6     JUN1955    39.7800
 103    1955       7     JUL1955    42.6900
 104    1955       8     AUG1955    42.4300
 105    1955       9     SEP1955    44.3400
 106    1955      10     OCT1955    42.1100
 107    1955      11     NOV1955    44.9500
 108    1955      12     DEC1955    45.3700
 109    1956       1     JAN1956    44.1500
 110    1956       2     FEB1956    44.4300
 111    1956       3     MAR1956    47.4900
 112    1956       4     APR1956    48.0500
 113    1956       5     MAY1956    46.5400
 114    1956       6     JUN1956    46.2700
 115    1956       7     JUL1956    48.7800
 116    1956       8     AUG1956    48.4900
 117    1956       9     SEP1956    46.8400
 118    1956      10     OCT1956    46.2400
 119    1956      11     NOV1956    45.7600
 120    1956      12     DEC1956    46.4400
 121    1957       1     JAN1957    45.4300
 122    1957       2     FEB1957    43.4700
 123    1957       3     MAR1957    44.0300
 124    1957       4     APR1957    45.0500
 125    1957       5     MAY1957    46.7800
 126    1957       6     JUN1957    47.5500
 127    1957       7     JUL1957    48.5100
 128    1957       8     AUG1957    45.8400
 129    1957       9     SEP1957    43.9800
 130    1957      10     OCT1957    41.2400
 131    1957      11     NOV1957    40.3500
 132    1957      12     DEC1957    40.3300
 133    1958       1     JAN1958    41.1200
 134    1958       2     FEB1958    41.2600
 135    1958       3     MAR1958    42.1100
 136    1958       4     APR1958    42.3400
 137    1958       5     MAY1958    43.7000
 138    1958       6     JUN1958    44.7500
 139    1958       7     JUL1958    45.9800
 140    1958       8     AUG1958    47.7000
 141    1958       9     SEP1958    48.9600
 142    1958      10     OCT1958    50.9500
 143    1958      11     NOV1958    52.5000
 144    1958      12     DEC1958    53.4900
 145    1959       1     JAN1959    55.6200
 146    1959       2     FEB1959    54.7700
 147    1959       3     MAR1959    56.1500
 148    1959       4     APR1959    57.1000
 149    1959       5     MAY1959    57.9600
 150    1959       6     JUN1959    57.4600
 151    1959       7     JUL1959    59.7400
 152    1959       8     AUG1959    59.4000
 153    1959       9     SEP1959    57.0500
 154    1959      10     OCT1959    57.0000
 155    1959      11     NOV1959    57.2300
 156    1959      12     DEC1959    59.0600
 157    1960       1     JAN1960    58.0300
 158    1960       2     FEB1960    55.7800
 159    1960       3     MAR1960    55.0200
 160    1960       4     APR1960    55.7300
 161    1960       5     MAY1960    55.2200
 162    1960       6     JUN1960    57.2600
 163    1960       7     JUL1960    55.8400
 164    1960       8     AUG1960    56.5100
 165    1960       9     SEP1960    54.8100
 166    1960      10     OCT1960    53.7300
 167    1960      11     NOV1960    55.4700
 168    1960      12     DEC1960    56.8000
 169    1961       1     JAN1961    59.7200
 170    1961       2     FEB1961    62.1700
 171    1961       3     MAR1961    64.1200
 172    1961       4     APR1961    65.8300
 173    1961       5     MAY1961    66.5000
 174    1961       6     JUN1961    65.6200
 175    1961       7     JUL1961    65.4400
 176    1961       8     AUG1961    67.7900
 177    1961       9     SEP1961    67.2600
 178    1961      10     OCT1961    68.0000
 179    1961      11     NOV1961    71.0800
 180    1961      12     DEC1961    71.7400
 181    1962       1     JAN1962    69.0700
 182    1962       2     FEB1962    70.2200
 183    1962       3     MAR1962    70.2900
 184    1962       4     APR1962    68.0500
 185    1962       5     MAY1962    62.9900
 186    1962       6     JUN1962    55.6300
 187    1962       7     JUL1962    56.9700
 188    1962       8     AUG1962    58.5200
 189    1962       9     SEP1962    58.0000
 190    1962      10     OCT1962    56.1700
 191    1962      11     NOV1962    60.0400
 192    1962      12     DEC1962    62.6400
 193    1963       1     JAN1963    65.0600
 194    1963       2     FEB1963    65.9200
 195    1963       3     MAR1963    65.6700
 196    1963       4     APR1963    68.7600
 197    1963       5     MAY1963    70.1400
 198    1963       6     JUN1963    70.1100
 199    1963       7     JUL1963    69.0700
 200    1963       8     AUG1963    70.9800
 201    1963       9     SEP1963    72.8500
 202    1963      10     OCT1963    73.0300
 203    1963      11     NOV1963    72.6200
 204    1963      12     DEC1963    74.1700
 205    1964       1     JAN1964    76.4500
 206    1964       2     FEB1964    77.3900
 207    1964       3     MAR1964    78.8000
 208    1964       4     APR1964    79.9400
 209    1964       5     MAY1964    80.7200
 210    1964       6     JUN1964    80.2400
 211    1964       7     JUL1964    83.2200
 212    1964       8     AUG1964    82.0000
 213    1964       9     SEP1964    83.4100
 214    1964      10     OCT1964    84.8500
 215    1964      11     NOV1964    85.4400
 216    1964      12     DEC1964    83.9600
 217    1965       1     JAN1965    86.1200
 218    1965       2     FEB1965    86.7500
 219    1965       3     MAR1965    86.8300
 220    1965       4     APR1965    87.9700
 221    1965       5     MAY1965    89.2800
 222    1965       6     JUN1965    85.0400
 223    1965       7     JUL1965    84.9100
 224    1965       8     AUG1965    86.4900
 225    1965       9     SEP1965     89.380
 226    1965      10     OCT1965     91.390
 227    1965      11     NOV1965     92.150
 228    1965      12     DEC1965     91.730
 229    1966       1     JAN1966     93.320
 230    1966       2     FEB1966     92.690
 231    1966       3     MAR1966     88.880
 232    1966       4     APR1966     91.600
 233    1966       5     MAY1966     86.780
 234    1966       6     JUN1966     86.060
 235    1966       7     JUL1966     85.840
 236    1966       8     AUG1966     80.650
 237    1966       9     SEP1966     77.810
 238    1966      10     OCT1966     77.130
 239    1966      11     NOV1966     80.990
 240    1966      12     DEC1966     81.330
 241    1967       1     JAN1967     84.450
 242    1967       2     FEB1967     87.360
 243    1967       3     MAR1967     89.420
 244    1967       4     APR1967     90.960
 245    1967       5     MAY1967     92.590
 246    1967       6     JUN1967     91.430
 247    1967       7     JUL1967     93.010
 248    1967       8     AUG1967     94.490
 249    1967       9     SEP1967     95.810
 250    1967      10     OCT1967     95.660
 251    1967      11     NOV1967     92.660
 252    1967      12     DEC1967     95.300
 253    1968       1     JAN1968     95.040
 254    1968       2     FEB1968     90.750
 255    1968       3     MAR1968     89.090
 256    1968       4     APR1968     95.670
 257    1968       5     MAY1968     97.870
 258    1968       6     JUN1968    100.530
 259    1968       7     JUL1968    100.300
 260    1968       8     AUG1968     98.110
 261    1968       9     SEP1968    101.340
 262    1968      10     OCT1968    103.760
 263    1968      11     NOV1968    105.400
 264    1968      12     DEC1968    106.480
 265    1969       1     JAN1969    102.040
 266    1969       2     FEB1969    101.460
 267    1969       3     MAR1969     99.300
 268    1969       4     APR1969    101.260
 269    1969       5     MAY1969    104.620
 270    1969       6     JUN1969     99.140
 271    1969       7     JUL1969     94.710
 272    1969       8     AUG1969     94.180
 273    1969       9     SEP1969     94.510
 274    1969      10     OCT1969     95.520
 275    1969      11     NOV1969     96.210
 276    1969      12     DEC1969     91.110
 277    1970       1     JAN1970     90.310
 278    1970       2     FEB1970     87.160
 279    1970       3     MAR1970     88.650
 280    1970       4     APR1970     85.950
 281    1970       5     MAY1970     76.060
 282    1970       6     JUN1970     75.590
 283    1970       7     JUL1970     75.720
 284    1970       8     AUG1970     77.920
 285    1970       9     SEP1970     82.580
 286    1970      10     OCT1970     84.370
 287    1970      11     NOV1970     84.280
 288    1970      12     DEC1970     90.050
 289    1971       1     JAN1971     93.490
 290    1971       2     FEB1971     97.110
 291    1971       3     MAR1971     99.600
 292    1971       4     APR1971    103.040
 293    1971       5     MAY1971    101.640
 294    1971       6     JUN1971     99.720
 295    1971       7     JUL1971     99.000
 296    1971       8     AUG1971     97.240
 297    1971       9     SEP1971     99.400
 298    1971      10     OCT1971     97.290
 299    1971      11     NOV1971     92.780
 300    1971      12     DEC1971     99.170
 301    1972       1     JAN1972    103.300
 302    1972       2     FEB1972    105.240
 303    1972       3     MAR1972    107.690
 304    1972       4     APR1972    108.810
 305    1972       5     MAY1972    107.650
 306    1972       6     JUN1972    108.010
 307    1972       7     JUL1972    107.210
 308    1972       8     AUG1972    111.010
 309    1972       9     SEP1972    109.390
 310    1972      10     OCT1972    109.560
 311    1972      11     NOV1972    115.050
 312    1972      12     DEC1972    117.500
 313    1973       1     JAN1973    118.420
 314    1973       2     FEB1973    114.160
 315    1973       3     MAR1973    112.420
 316    1973       4     APR1973    110.270
 317    1973       5     MAY1973    107.220
 318    1973       6     JUN1973    104.750
 319    1973       7     JUL1973    105.830
 320    1973       8     AUG1973    103.800
 321    1973       9     SEP1973    105.610
 322    1973      10     OCT1973    109.840
 323    1973      11     NOV1973    102.030
 324    1973      12     DEC1973     94.780
 325    1974       1     JAN1974     96.110
 326    1974       2     FEB1974     93.450
 327    1974       3     MAR1974     97.440
 328    1974       4     APR1974     92.460
 329    1974       5     MAY1974     89.670
 330    1974       6     JUN1974     89.790
 331    1974       7     JUL1974     82.820
 332    1974       8     AUG1974     76.030
 333    1974       9     SEP1974     68.120
 334    1974      10     OCT1974     69.440
 335    1974      11     NOV1974     71.740
 336    1974      12     DEC1974     67.070
 337    1975       1     JAN1975     72.560
 338    1975       2     FEB1975     80.100
 339    1975       3     MAR1975     83.780
 340    1975       4     APR1975     84.720
 341    1975       5     MAY1975     90.100
 342    1975       6     JUN1975     92.400
 343    1975       7     JUL1975     92.490
 344    1975       8     AUG1975     85.710
 345    1975       9     SEP1975     84.670
 346    1975      10     OCT1975     88.570
 347    1975      11     NOV1975     90.070
 348    1975      12     DEC1975     88.700
 349    1976       1     JAN1976     96.860
 350    1976       2     FEB1976    100.640
 351    1976       3     MAR1976    101.080
 352    1976       4     APR1976    101.930
 353    1976       5     MAY1976    101.160
 354    1976       6     JUN1976    101.770
 355    1976       7     JUL1976    104.200
 356    1976       8     AUG1976    103.290
 357    1976       9     SEP1976    105.450
 358    1976      10     OCT1976    101.890
 359    1976      11     NOV1976    101.190
 360    1976      12     DEC1976    104.660
 361    1977       1     JAN1977    103.810
 362    1977       2     FEB1977    100.960
 363    1977       3     MAR1977    100.570
 364    1977       4     APR1977     99.050
 365    1977       5     MAY1977     98.760
 366    1977       6     JUN1977     99.290
 367    1977       7     JUL1977    100.180
 368    1977       8     AUG1977     97.750
 369    1977       9     SEP1977     96.230
 370    1977      10     OCT1977     93.740
 371    1977      11     NOV1977     94.280
 372    1977      12     DEC1977     93.820
 373    1978       1     JAN1978     90.250
 374    1978       2     FEB1978     88.980
 375    1978       3     MAR1978     88.820
 376    1978       4     APR1978     92.710
 377    1978       5     MAY1978     97.410
 378    1978       6     JUN1978     97.660
 379    1978       7     JUL1978     97.190
 380    1978       8     AUG1978    103.920
 381    1978       9     SEP1978    103.860
 382    1978      10     OCT1978    100.580
 383    1978      11     NOV1978     94.710
 384    1978      12     DEC1978     96.110
 385    1979       1     JAN1979     99.710
 386    1979       2     FEB1979     98.230
 387    1979       3     MAR1979    100.110
 388    1979       4     APR1979    102.070
 389    1979       5     MAY1979     99.730
 390    1979       6     JUN1979    101.730
 391    1979       7     JUL1979    102.710
 392    1979       8     AUG1979    107.360
 393    1979       9     SEP1979    108.600
 394    1979      10     OCT1979    104.470
 395    1979      11     NOV1979    103.660
 396    1979      12     DEC1979    107.780
 397    1980       1     JAN1980    110.870
 398    1980       2     FEB1980    115.340
 399    1980       3     MAR1980    104.690
 400    1980       4     APR1980    102.970
 401    1980       5     MAY1980    107.690
 402    1980       6     JUN1980    114.550
 403    1980       7     JUL1980    119.830
 404    1980       8     AUG1980    123.500
 405    1980       9     SEP1980    126.510
 406    1980      10     OCT1980    130.220
 407    1980      11     NOV1980    135.650
 408    1980      12     DEC1980    133.480
 409    1981       1     JAN1981    132.970
 410    1981       2     FEB1981    128.400
 411    1981       3     MAR1981    133.190
 412    1981       4     APR1981    134.430
 413    1981       5     MAY1981    131.730
 414    1981       6     JUN1981    132.280
 415    1981       7     JUL1981    129.130
 416    1981       8     AUG1981    129.630
 417    1981       9     SEP1981    118.270
 418    1981      10     OCT1981    119.800
 419    1981      11     NOV1981    122.920
 420    1981      12     DEC1981    123.790
 421    1982       1     JAN1982    117.280
 422    1982       2     FEB1982    114.500
 423    1982       3     MAR1982    110.840
 424    1982       4     APR1982    116.310
 425    1982       5     MAY1982    116.350
 426    1982       6     JUN1982    109.700
 427    1982       7     JUL1982    109.380
 428    1982       8     AUG1982    109.650
 429    1982       9     SEP1982    122.430
 430    1982      10     OCT1982    132.660
 431    1982      11     NOV1982    138.100
 432    1982      12     DEC1982    139.370
 433    1983       1     JAN1983    144.270
 434    1983       2     FEB1983    146.800
 435    1983       3     MAR1983    151.880
 436    1983       4     APR1983    157.710
 437    1983       5     MAY1983    164.100
 438    1983       6     JUN1983    166.390
 439    1983       7     JUL1983    166.960
 440    1983       8     AUG1983    162.420
 441    1983       9     SEP1983    167.160
 442    1983      10     OCT1983    167.650
 443    1983      11     NOV1983    165.230
 444    1983      12     DEC1983    164.360
 445    1984       1     JAN1984    166.390
 446    1984       2     FEB1984    157.250
 447    1984       3     MAR1984    157.440
 448    1984       4     APR1984    157.600
 449    1984       5     MAY1984    156.550
 450    1984       6     JUN1984    153.120
 451    1984       7     JUL1984    151.080
 452    1984       8     AUG1984    164.420
 453    1984       9     SEP1984    166.110
 454    1984      10     OCT1984    164.820
 455    1984      11     NOV1984    166.270
 456    1984      12     DEC1984    164.480
 457    1985       1     JAN1985    171.610
 458    1985       2     FEB1985    180.880
 459    1985       3     MAR1985    179.420
 460    1985       4     APR1985    180.620
 461    1985       5     MAY1985    184.900
 462    1985       6     JUN1985    188.890
 463    1985       7     JUL1985    192.540
 464    1985       8     AUG1985    188.310
 465    1985       9     SEP1985    184.060
 466    1985      10     OCT1985    186.180
 467    1985      11     NOV1985    197.450
 468    1985      12     DEC1985    207.260
 469    1986       1     JAN1986    208.190
 470    1986       2     FEB1986    219.370
 471    1986       3     MAR1986    232.330
 472    1986       4     APR1986    237.980
 473    1986       5     MAY1986    238.460
 474    1986       6     JUN1986    245.300
 475    1986       7     JUL1986    240.180
 476    1986       8     AUG1986    245.000
 477    1986       9     SEP1986    238.270
 478    1986      10     OCT1986    237.360
 479    1986      11     NOV1986    245.090
 480    1986      12     DEC1986    248.610
 481    1987       1     JAN1987    264.510
 482    1987       2     FEB1987    280.930
 483    1987       3     MAR1987    292.470
 484    1987       4     APR1987    289.320
 485    1987       5     MAY1987    289.120
 486    1987       6     JUN1987    301.380
 487    1987       7     JUL1987    310.090
 488    1987       8     AUG1987    329.360
 489    1987       9     SEP1987    318.660
 490    1987      10     OCT1987    280.160
 491    1987      11     NOV1987    245.010
 492    1987      12     DEC1987    240.960
 493    1988       1     JAN1988    250.480
 494    1988       2     FEB1988    258.130
 495    1988       3     MAR1988    265.740
 496    1988       4     APR1988    262.610
 497    1988       5     MAY1988    256.120
 498    1988       6     JUN1988    270.680
 499    1988       7     JUL1988    269.050
 500    1988       8     AUG1988    263.730
 501    1988       9     SEP1988    267.970
 502    1988      10     OCT1988    277.400
 503    1988      11     NOV1988    271.020
 504    1988      12     DEC1988    276.510
 505    1989       1     JAN1989    285.410
 506    1989       2     FEB1989    294.010
 507    1989       3     MAR1989    292.710
 508    1989       4     APR1989    302.250
 509    1989       5     MAY1989    313.930
 510    1989       6     JUN1989    323.730
 511    1989       7     JUL1989    331.930
 512    1989       8     AUG1989    346.610
 513    1989       9     SEP1989    347.330
 514    1989      10     OCT1989    347.400
 515    1989      11     NOV1989    345.990
 516    1989      12     DEC1989    348.570
 517    1990       1     JAN1990    339.970
 518    1990       2     FEB1990    330.450
 519    1990       3     MAR1990    338.470
 520    1990       4     APR1990    338.180
 521    1990       5     MAY1990    350.250
 522    1990       6     JUN1990    360.390
 523    1990       7     JUL1990    360.030
 524    1990       8     AUG1990    330.750
 525    1990       9     SEP1990    315.410
 526    1990      10     OCT1990    307.120
 527    1990      11     NOV1990    315.290
 528    1990      12     DEC1990    328.750
 529    1991       1     JAN1991    325.490
 530    1991       2     FEB1991    362.260
 531    1991       3     MAR1991    372.280
 532    1991       4     APR1991    379.680
 533    1991       5     MAY1991    377.990
 534    1991       6     JUN1991    378.290
 535    1991       7     JUL1991    380.330
 536    1991       8     AUG1991    389.400
 537    1991       9     SEP1991    387.200
 538    1991      10     OCT1991    386.880
 539    1991      11     NOV1991    385.920
 540    1991      12     DEC1991    388.510
 541    1992       1     JAN1992    416.080
 542    1992       2     FEB1992    412.560
 543    1992       3     MAR1992    407.360
 544    1992       4     APR1992    407.410
 545    1992       5     MAY1992    414.810
 546    1992       6     JUN1992    408.270
 547    1992       7     JUL1992    415.050
 548    1992       8     AUG1992    417.930
 549    1992       9     SEP1992    418.480
 550    1992      10     OCT1992    412.500
 551    1992      11     NOV1992    422.840
 552    1992      12     DEC1992    435.640
